index,player_name,team_abbreviation,age,gp,pts,reb,ast,net_rating,usg_pct,ts_pct,ast_pct,season
95,Nikola Jokic,DEN,24.0,80,20.1,10.8,7.3,5.8,0.271,0.589,0.361,2018-19
96,Nikola Jokic,DEN,25.0,73,19.9,9.7,7.0,4.5,0.266,0.605,0.35,2019-20
97,Nikola Jokic,DEN,26.0,72,26.4,10.8,8.3,7.7,0.293,0.647,0.377,2020-21
98,Nikola Jokic,DEN,27.0,74,27.1,13.8,7.9,8.4,0.309,0.6609999999999999,0.3879999999999999,2021-22
99,Nikola Jokic,DEN,28.0,69,24.5,11.8,9.8,12.5,0.263,0.701,0.412,2022-23
100,Jayson Tatum,BOS,20.0,80,13.9,5.0,1.6,6.9,0.192,0.586,0.081,2017-18
101,Jayson Tatum,BOS,21.0,79,15.7,6.0,2.1,6.8,0.218,0.547,0.098,2018-19
102,Jayson Tatum,BOS,22.0,66,23.4,7.0,3.0,10.6,0.28,0.5670000000000001,0.143,2019-20
103,Jayson Tatum,BOS,23.0,64,26.4,7.4,4.3,3.0,0.298,0.5760000000000001,0.196,2020-21
104,Jayson Tatum,BOS,24.0,76,26.9,8.0,4.4,12.1,0.313,0.578,0.204,2021-22
105,Jayson Tatum,BOS,25.0,74,30.1,8.8,4.6,8.5,0.319,0.607,0.205,2022-23
106,Devin Booker,PHX,19.0,76,13.8,2.5,2.6,-9.6,0.231,0.535,0.162,2015-16
107,Devin Booker,PHX,20.0,78,22.1,3.2,3.4,-4.4,0.284,0.531,0.16,2016-17
108,Devin Booker,PHX,21.0,54,24.9,4.5,4.7,-9.3,0.301,0.561,0.233,2017-18
109,Devin Booker,PHX,22.0,64,26.6,4.1,6.8,-6.9,0.32,0.584,0.327,2018-19
110,Devin Booker,PHX,23.0,70,26.6,4.2,6.5,2.7,0.294,0.618,0.288,2019-20
111,Devin Booker,PHX,24.0,67,25.6,4.2,4.3,7.2,0.319,0.5870000000000001,0.2,2020-21
112,Devin Booker,PHX,25.0,68,26.8,5.0,4.8,9.5,0.313,0.5760000000000001,0.212,2021-22
113,Devin Booker,PHX,26.0,53,27.8,4.5,5.5,6.2,0.311,0.601,0.251,2022-23
114,Donovan Mitchell,UTA,21.0,79,20.5,3.7,3.7,6.8,0.283,0.541,0.1889999999999999,2017-18
115,Donovan Mitchell,UTA,22.0,77,23.8,4.1,4.2,6.8,0.309,0.537,0.209,2018-19
116,Donovan Mitchell,UTA,23.0,69,24.0,4.4,4.3,2.6,0.303,0.5579999999999999,0.214,2019-20
117,Donovan Mitchell,UTA,24.0,53,26.4,4.4,5.2,7.9,0.327,0.569,0.266,2020-21
118,Donovan Mitchell,UTA,25.0,67,25.9,4.2,5.3,5.9,0.322,0.5720000000000001,0.267,2021-22
119,Donovan Mitchell,CLE,26.0,68,28.3,4.3,4.4,5.9,0.31,0.614,0.205,2022-23
120,Stephen Curry,GSW,22.0,80,17.5,4.5,5.9,-3.1,0.218,0.568,0.241,2009-10
121,Stephen Curry,GSW,23.0,74,18.6,3.9,5.8,-0.6,0.242,0.595,0.268,2010-11
122,Stephen Curry,GSW,24.0,26,14.7,3.4,5.3,5.4,0.235,0.605,0.295,2011-12
123,Stephen Curry,GSW,25.0,78,22.9,4.0,6.9,2.4,0.261,0.589,0.298,2012-13
124,Stephen Curry,GSW,26.0,78,24.0,4.3,8.5,9.4,0.281,0.61,0.372,2013-14
125,Stephen Curry,GSW,27.0,80,23.8,4.3,7.7,17.0,0.283,0.638,0.358,2014-15
126,Stephen Curry,GSW,28.0,79,30.1,5.4,6.7,18.3,0.32,0.669,0.315,2015-16
127,Stephen Curry,GSW,29.0,79,25.3,4.5,6.6,17.2,0.292,0.624,0.287,2016-17
128,Stephen Curry,GSW,30.0,51,26.4,5.1,6.1,13.0,0.29,0.675,0.272,2017-18
129,Stephen Curry,GSW,31.0,69,27.3,5.3,5.2,13.7,0.292,0.6409999999999999,0.225,2018-19
130,Stephen Curry,GSW,32.0,5,20.8,5.2,6.6,-15.3,0.286,0.557,0.355,2019-20
131,Stephen Curry,GSW,33.0,63,32.0,5.5,5.8,4.6,0.331,0.655,0.283,2020-21
132,Stephen Curry,GSW,34.0,64,25.5,5.2,6.3,10.7,0.293,0.601,0.286,2021-22
133,Stephen Curry,GSW,35.0,56,29.4,6.1,6.3,5.8,0.297,0.6559999999999999,0.2739999999999999,2022-23
134,Karl-Anthony Towns,MIN,20.0,82,18.3,10.5,2.0,-2.1,0.247,0.59,0.108,2015-16
135,Karl-Anthony Towns,MIN,21.0,82,25.1,12.3,2.7,-0.9,0.2739999999999999,0.618,0.127,2016-17
136,Karl-Anthony Towns,MIN,22.0,82,21.3,12.3,2.4,6.1,0.225,0.6459999999999999,0.105,2017-18
137,Karl-Anthony Towns,MIN,23.0,77,24.4,12.4,3.4,0.9,0.28,0.622,0.1689999999999999,2018-19
138,Karl-Anthony Towns,MIN,24.0,35,26.5,10.8,4.4,-1.5,0.278,0.642,0.21,2019-20
139,Karl-Anthony Towns,MIN,25.0,50,24.8,10.6,4.5,-0.1,0.286,0.612,0.216,2020-21
140,Karl-Anthony Towns,MIN,26.0,74,24.6,9.8,3.6,5.3,0.272,0.64,0.177,2021-22
141,Karl-Anthony Towns,MIN,27.0,29,20.8,8.1,4.8,1.8,0.25,0.618,0.225,2022-23
142,Shai Gilgeous-Alexander,LAC,20.0,82,10.8,2.8,3.3,-2.0,0.182,0.5539999999999999,0.179,2018-19
143,Shai Gilgeous-Alexander,OKC,21.0,70,19.0,5.9,3.3,3.5,0.235,0.568,0.148,2019-20
144,Shai Gilgeous-Alexander,OKC,22.0,35,23.7,4.7,5.9,-7.7,0.283,0.623,0.311,2020-21
145,Shai Gilgeous-Alexander,OKC,23.0,56,24.5,5.0,5.9,-6.4,0.298,0.557,0.293,2021-22
146,Shai Gilgeous-Alexander,OKC,24.0,68,31.4,4.8,5.5,2.7,0.318,0.626,0.249,2022-23
147,Zach LaVine,MIN,20.0,77,10.1,2.8,3.6,-14.5,0.2239999999999999,0.515,0.25,2014-15
148,Zach LaVine,MIN,21.0,82,14.0,2.8,3.1,-5.5,0.233,0.5479999999999999,0.187,2015-16
149,Zach LaVine,MIN,22.0,47,18.9,3.4,3.0,-3.6,0.218,0.5760000000000001,0.128,2016-17
150,Zach LaVine,CHI,23.0,24,16.7,3.9,3.0,-12.1,0.29,0.499,0.187,2017-18
151,Zach LaVine,CHI,24.0,63,23.7,4.7,4.5,-6.5,0.298,0.574,0.2239999999999999,2018-19
152,Zach LaVine,CHI,25.0,60,25.5,4.8,4.2,-4.4,0.312,0.568,0.218,2019-20
153,Zach LaVine,CHI,26.0,58,27.4,5.0,4.9,-0.8,0.302,0.634,0.225,2020-21
154,Zach LaVine,CHI,27.0,67,24.4,4.6,4.5,-0.9,0.284,0.605,0.207,2021-22
155,Zach LaVine,CHI,28.0,77,24.8,4.5,4.2,0.3,0.278,0.607,0.187,2022-23
156,Paul George,IND,21.0,61,7.8,3.7,1.1,-0.1,0.175,0.542,0.0819999999999999,2010-11
157,Paul George,IND,22.0,66,12.1,5.6,2.4,6.1,0.193,0.555,0.133,2011-12
158,Paul George,IND,23.0,79,17.4,7.6,4.1,7.2,0.235,0.531,0.191,2012-13
159,Paul George,IND,24.0,80,21.7,6.8,3.5,6.4,0.282,0.555,0.177,2013-14
160,Paul George,IND,25.0,6,8.8,3.7,1.0,7.0,0.327,0.492,0.122,2014-15
161,Paul George,IND,26.0,81,23.1,7.0,4.1,3.3,0.301,0.557,0.203,2015-16
162,Paul George,IND,27.0,75,23.7,6.6,3.3,2.9,0.29,0.5870000000000001,0.157,2016-17
163,Paul George,OKC,28.0,79,21.9,5.7,3.3,3.7,0.248,0.57,0.143,2017-18
164,Paul George,OKC,29.0,77,28.0,8.2,4.1,8.2,0.285,0.583,0.173,2018-19
165,Paul George,LAC,30.0,48,21.5,5.7,3.9,8.7,0.292,0.589,0.205,2019-20
166,Paul George,LAC,31.0,54,23.3,6.6,5.2,11.3,0.296,0.598,0.239,2020-21
167,Paul George,LAC,32.0,31,24.3,6.9,5.7,4.2,0.3289999999999999,0.5379999999999999,0.286,2021-22
168,Paul George,LAC,33.0,56,23.8,6.1,5.1,4.0,0.294,0.588,0.237,2022-23
169,Damian Lillard,POR,22.0,82,19.0,3.1,6.5,-2.1,0.241,0.546,0.28,2012-13
170,Damian Lillard,POR,23.0,82,20.7,3.5,5.6,5.4,0.25,0.568,0.249,2013-14
171,Damian Lillard,POR,24.0,82,21.0,4.6,6.2,4.5,0.267,0.56,0.285,2014-15
172,Damian Lillard,POR,25.0,75,25.1,4.0,6.8,0.9,0.31,0.56,0.33,2015-16
173,Damian Lillard,POR,26.0,75,27.0,4.9,5.9,1.2,0.309,0.586,0.2769999999999999,2016-17
174,Damian Lillard,POR,27.0,73,26.9,4.5,6.6,6.1,0.295,0.594,0.301,2017-18
175,Damian Lillard,POR,28.0,80,25.8,4.6,6.9,8.2,0.281,0.588,0.299,2018-19
176,Damian Lillard,POR,29.0,66,30.0,4.3,8.0,1.4,0.294,0.627,0.335,2019-20
177,Damian Lillard,POR,30.0,67,28.8,4.2,7.5,4.0,0.306,0.623,0.3339999999999999,2020-21
178,Damian Lillard,POR,31.0,29,24.0,4.1,7.3,-1.8,0.288,0.55,0.321,2021-22
179,Damian Lillard,POR,32.0,58,32.2,4.8,7.3,2.1,0.331,0.645,0.3379999999999999,2022-23
180,Jaylen Brown,BOS,20.0,78,6.6,2.8,0.8,-2.2,0.183,0.539,0.077,2016-17
181,Jaylen Brown,BOS,21.0,70,14.5,4.9,1.6,7.7,0.208,0.562,0.081,2017-18
182,Jaylen Brown,BOS,22.0,74,13.0,4.2,1.4,2.4,0.215,0.547,0.079,2018-19
183,Jaylen Brown,BOS,23.0,57,20.3,6.4,2.1,6.9,0.245,0.583,0.095,2019-20
184,Jaylen Brown,BOS,24.0,58,24.7,6.0,3.4,1.8,0.29,0.586,0.162,2020-21
185,Jaylen Brown,BOS,25.0,66,23.6,6.1,3.5,9.8,0.298,0.574,0.173,2021-22
186,Jaylen Brown,BOS,26.0,67,26.6,6.9,3.5,5.4,0.307,0.581,0.163,2022-23
187,Bradley Beal,WAS,20.0,56,13.9,3.8,2.4,-3.1,0.22,0.515,0.136,2012-13
188,Bradley Beal,WAS,21.0,73,17.1,3.7,3.3,2.0,0.244,0.507,0.155,2013-14
189,Bradley Beal,WAS,22.0,63,15.3,3.8,3.1,5.8,0.226,0.521,0.144,2014-15
190,Bradley Beal,WAS,23.0,55,17.4,3.4,2.9,-1.6,0.25,0.547,0.153,2015-16
191,Bradley Beal,WAS,24.0,77,23.1,3.1,3.5,5.6,0.263,0.604,0.154,2016-17
192,Bradley Beal,WAS,25.0,82,22.6,4.4,4.5,2.4,0.268,0.564,0.206,2017-18
193,Bradley Beal,WAS,26.0,82,25.6,5.0,5.5,-1.8,0.2769999999999999,0.581,0.233,2018-19
194,Bradley Beal,WAS,27.0,57,30.5,4.2,6.1,-4.5,0.3379999999999999,0.579,0.285,2019-20
195,Bradley Beal,WAS,28.0,60,31.3,4.7,4.4,-0.4,0.331,0.593,0.2019999999999999,2020-21
196,Bradley Beal,WAS,29.0,40,23.2,4.7,6.6,-3.5,0.297,0.539,0.309,2021-22
197,Bradley Beal,WAS,30.0,50,23.2,3.9,5.4,0.7,0.288,0.593,0.26,2022-23
198,Anthony Davis,NOH,20.0,64,13.5,8.2,1.0,-5.5,0.215,0.5589999999999999,0.06,2012-13
199,Anthony Davis,NOP,21.0,67,20.8,10.0,1.6,-1.7,0.252,0.5820000000000001,0.078,2013-14
200,Anthony Davis,NOP,22.0,68,24.4,10.2,2.2,5.1,0.276,0.591,0.109,2014-15
201,Anthony Davis,NOP,23.0,61,24.3,10.3,1.9,-4.7,0.296,0.5589999999999999,0.1,2015-16
202,Anthony Davis,NOP,24.0,75,28.0,11.8,2.1,1.7,0.326,0.58,0.11,2016-17
203,Anthony Davis,NOP,25.0,75,28.1,11.1,2.3,5.0,0.291,0.612,0.104,2017-18
204,Anthony Davis,NOP,26.0,56,25.9,12.0,3.9,3.4,0.288,0.597,0.186,2018-19
205,Anthony Davis,LAL,27.0,62,26.1,9.3,3.2,5.0,0.284,0.61,0.153,2019-20
206,Anthony Davis,LAL,28.0,36,21.8,7.9,3.1,5.2,0.287,0.556,0.154,2020-21
207,Anthony Davis,LAL,29.0,40,23.2,9.9,3.1,-3.0,0.263,0.578,0.147,2021-22
208,Anthony Davis,LAL,30.0,56,25.9,12.5,2.6,4.8,0.2769999999999999,0.627,0.128,2022-23
209,De'Aaron Fox,SAC,20.0,73,11.6,2.8,4.4,-10.2,0.2269999999999999,0.478,0.24,2017-18
210,De'Aaron Fox,SAC,21.0,81,17.3,3.8,7.3,0.9,0.238,0.544,0.322,2018-19
211,De'Aaron Fox,SAC,22.0,51,21.1,3.8,6.8,-4.0,0.29,0.5579999999999999,0.336,2019-20
212,De'Aaron Fox,SAC,23.0,58,25.2,3.5,7.2,-4.5,0.304,0.565,0.326,2020-21
213,De'Aaron Fox,SAC,24.0,59,23.2,3.9,5.6,-4.4,0.284,0.5489999999999999,0.254,2021-22
214,De'Aaron Fox,SAC,25.0,73,25.0,4.2,6.1,3.1,0.288,0.599,0.281,2022-23
215,Pascal Siakam,TOR,23.0,55,4.2,3.4,0.3,0.0,0.131,0.523,0.0279999999999999,2016-17
216,Pascal Siakam,TOR,24.0,81,7.3,4.5,2.0,8.9,0.154,0.5489999999999999,0.133,2017-18
217,Pascal Siakam,TOR,25.0,80,16.9,6.9,3.1,10.6,0.205,0.628,0.141,2018-19
218,Pascal Siakam,TOR,26.0,60,22.9,7.3,3.5,8.8,0.278,0.5539999999999999,0.161,2019-20
219,Pascal Siakam,TOR,27.0,56,21.4,7.2,4.5,3.0,0.261,0.547,0.195,2020-21
220,Pascal Siakam,TOR,28.0,68,22.8,8.5,5.3,4.8,0.257,0.565,0.2239999999999999,2021-22
221,Pascal Siakam,TOR,29.0,71,24.2,7.8,5.8,2.4,0.27,0.565,0.244,2022-23
222,Brandon Ingram,LAL,19.0,79,9.4,4.0,2.1,-8.0,0.1689999999999999,0.474,0.105,2016-17
223,Brandon Ingram,LAL,20.0,59,16.1,5.3,3.9,-2.7,0.218,0.536,0.177,2017-18
224,Brandon Ingram,LAL,21.0,52,18.3,5.1,3.0,-1.5,0.2269999999999999,0.555,0.127,2018-19
225,Brandon Ingram,NOP,22.0,62,23.8,6.1,4.2,-1.3,0.275,0.5870000000000001,0.192,2019-20
226,Brandon Ingram,NOP,23.0,61,23.8,4.9,4.9,1.0,0.2789999999999999,0.584,0.218,2020-21
227,Brandon Ingram,NOP,24.0,55,22.7,5.8,5.6,3.3,0.291,0.5539999999999999,0.268,2021-22
228,Brandon Ingram,NOP,25.0,45,24.7,5.5,5.8,3.0,0.306,0.5820000000000001,0.2769999999999999,2022-23
229,CJ McCollum,POR,22.0,38,5.3,1.3,0.7,-4.0,0.205,0.521,0.089,2013-14
230,CJ McCollum,POR,23.0,62,6.8,1.5,1.0,5.3,0.205,0.534,0.104,2014-15
231,CJ McCollum,POR,24.0,80,20.8,3.2,4.3,2.0,0.27,0.544,0.211,2015-16
232,CJ McCollum,POR,25.0,80,23.0,3.6,3.6,1.2,0.2739999999999999,0.585,0.175,2016-17
233,CJ McCollum,POR,26.0,81,21.4,4.0,3.4,1.6,0.259,0.536,0.156,2017-18
234,CJ McCollum,POR,27.0,70,21.0,4.0,3.0,6.5,0.248,0.5529999999999999,0.133,2018-19
235,CJ McCollum,POR,28.0,70,22.2,4.2,4.4,0.5,0.257,0.541,0.185,2019-20
236,CJ McCollum,POR,29.0,47,23.1,3.9,4.7,6.2,0.265,0.5770000000000001,0.22,2020-21
237,CJ McCollum,NOP,30.0,62,22.1,4.3,5.1,-1.9,0.2689999999999999,0.5529999999999999,0.238,2021-22
238,CJ McCollum,NOP,31.0,75,20.9,4.4,5.7,1.1,0.26,0.541,0.242,2022-23
239,James Harden,OKC,20.0,76,9.9,3.2,1.8,5.9,0.203,0.551,0.13,2009-10
240,James Harden,OKC,21.0,82,12.2,3.1,2.1,5.7,0.1969999999999999,0.598,0.136,2010-11
241,James Harden,OKC,22.0,62,16.8,4.1,3.7,9.8,0.216,0.66,0.19,2011-12
242,James Harden,HOU,23.0,78,25.9,4.9,5.8,2.7,0.289,0.6,0.257,2012-13
243,James Harden,HOU,24.0,73,25.4,4.7,6.1,7.6,0.276,0.618,0.266,2013-14
244,James Harden,HOU,25.0,81,27.4,5.7,7.0,5.8,0.313,0.605,0.34,2014-15
245,James Harden,HOU,26.0,82,29.0,6.1,7.5,1.2,0.325,0.598,0.354,2015-16
246,James Harden,HOU,27.0,81,29.1,8.1,11.2,6.3,0.341,0.613,0.505,2016-17
247,James Harden,HOU,28.0,72,30.4,5.4,8.8,10.0,0.353,0.619,0.449,2017-18
248,James Harden,HOU,29.0,78,36.1,6.6,7.5,6.3,0.396,0.616,0.3939999999999999,2018-19
249,James Harden,HOU,30.0,68,34.3,6.6,7.5,5.8,0.356,0.626,0.366,2019-20
